tag,pep_no,7010,7447,7448,7855,7853,7852,7449,#wbpos,#pbmcpos,8740,8742,8743,8744,wbmean
Mb1402c_64,#110,0.105,0.077,0.186,0.055,0.078,0.0705,0.066,0,0,0.084,0.051,0.055,-0.003,0.04675
Mb1439_97,#164,0.105,0.0525,0.156,0.054,0.072,0.073,0.069,0,0,0.082,0.049,0.065,0.003,0.04975
Mb1456_138,#158,0.1795,0.0555,0.375,0.068,0.207,0.6915,0.08,2,4,0.096,0.1715,0.2325,0.0045,0.126125
Mb1471_247,#80,0.0515,0.0505,0.054,0.058,0.067,0.102,0.0885,0,1,0.1,0.064,0.075,-0.0095,0.057375
Mb1471_248,#76,0.0765,0.0545,0.223,0.061,0.112,0.0905,0.0725,0,0,0.0465,0.104,0.0745,-0.0055,0.054875
Mb1471_249,#23,0.072,0.103,0.222,0.058,0.084,0.1175,0.083,0,1,0.06,0.0505,0.053,-0.011,0.038125
Mb1471_96,#113,0.145,0.052,0.053,0.058,0.08,0.083,0.07,0,1,0.077,0.0495,0.0595,0.0025,0.047125
Mb1480c_90,#56,0.0715,0.0515,0.301,0.057,0.07,0.142,0.071,0,2,0.048,0.0515,0.0575,-0.0125,0.036125
Mb1481c_62,#66,0.0585,0.0735,0.524,0.059,0.169,0.139,0.1025,0,3,0.0475,0.0815,0.096,-0.011,0.0535
Mb1498_25,#30,0.2335,0.3145,0.148,0.101,0.285,0.1775,0.3055,3,6,0.2085,0.682,1.257,0.02,0.541875
Mb1506_12,#122,0.0635,0.0515,0.054,0.059,0.074,0.0695,0.0715,0,0,0.056,0.0495,0.0555,0.0055,0.041625
Mb1515_259,#251,0.058,0.0525,0.195,0.06,0.074,0.207,0.071,0,1,0.0515,0.1005,0.15,-0.0085,0.073375
Mb1515_261,#200,0.117,0.0565,0.547,0.065,0.252,0.2395,0.0665,4,3,0.415,1.354,0.99,0.1175,0.719125
Mb1515_262,#96,0.067,0.053,0.053,0.058,0.074,0.0745,0.072,0,0,0.0545,0.05,0.06,-0.001,0.040875
Mb1520_4,#68,0.0635,0.0515,0.277,0.062,0.291,0.1365,0.071,2,2,0.119,0.32,0.1995,-0.007,0.157875
Mb1524_231,#224,0.0515,0.0515,0.092,0.058,0.073,0.093,0.0725,1,0,0.0465,0.186,0.1295,0.0055,0.091875
Mb1524_232,#117,0.3065,0.1805,0.643,0.069,0.342,0.985,0.1505,1,7,0.1245,0.263,0.144,0.014,0.136375
Mb1525_229,#265,0.1805,0.054,0.129,0.066,0.438,0.1515,0.08,3,3,0.4055,0.9395,0.9785,0.0915,0.60375
Mb1538_150,#173,0.177,0.0585,0.319,0.062,0.209,0.0975,0.075,3,3,0.232,0.506,0.5755,0.0135,0.33175
Mb1558_32,#163,0.111,0.054,0.101,0.057,0.093,0.1215,0.0675,0,0,0.131,0.052,0.076,0.008,0.06675
Mb1570_113,#106,0.121,0.052,0.128,0.06,0.092,0.103,0.071,0,0,0.0655,0.0525,0.0565,0.007,0.045375
Mb1571_234,#6,0.083,0.0685,0.064,0.062,0.09,0.1075,0.0825,0,0,0.045,0.0545,0.0595,-0.0065,0.038125
Mb1571_235,#25,0.0785,0.125,0.098,0.06,0.108,0.147,0.0985,0,3,0.0465,0.0505,0.0555,-0.0145,0.0345
Mb1571_236,#212,0.0775,0.0525,0.358,0.056,0.094,0.138,0.0705,0,1,0.046,0.0525,0.0585,-0.002,0.03875
Mb1617_88,#98,0.085,0.0535,0.055,0.06,0.077,0.078,0.071,0,0,0.142,0.072,0.0625,0.016,0.073125
Mb1620_5,#90,0.0695,0.0725,0.371,0.061,0.095,0.1795,0.12,2,3,0.0895,0.4845,0.34,0.006,0.23
Mb1624c_112,#217,0.068,0.0515,0.051,0.055,0.076,0.089,0.0735,1,0,0.0465,0.2355,0.1495,-0.003,0.107125
Mb1652_214,#237,0.056,0.0515,0.112,0.056,0.069,0.0875,0.07,0,0,0.0455,0.052,0.065,-0.004,0.039625
Mb1652_215,#63,0.069,0.0565,0.298,0.058,0.085,0.1215,0.074,0,1,0.056,0.0535,0.0605,-0.015,0.03875
Mb1652_216,#199,0.0815,0.0515,0.32,0.06,0.103,0.2595,0.071,0,2,0.048,0.0575,0.066,-0.004,0.041875
Mb1668_206,#216,0.073,0.0505,0.28,0.058,0.08,0.0925,0.0675,0,1,0.0485,0.0565,0.062,-0.003,0.041
Mb1668_207,#195,0.0545,0.064,0.188,0.057,0.072,0.111,0.0695,0,0,0.0475,0.0575,0.103,-0.004,0.051
Mb1682_65,#101,0.105,0.0515,0.066,0.056,0.071,0.193,0.068,0,1,0.071,0.05,0.0565,-0.0005,0.04425
Mb1685_91,#244,0.068,0.0655,0.21,0.06,0.117,0.09,0.0775,0,0,0.055,0.058,0.069,-0.004,0.0445
Mb1693_92,#114,0.179,0.078,0.209,0.061,0.083,0.1205,0.1025,0,2,0.1235,0.051,0.056,0.004,0.058625
Mb1703_107,#241,0.138,0.0785,0.252,0.074,0.469,0.595,0.073,3,4,0.2955,0.7185,0.678,0.0435,0.433875
Mb1723_160,#230,0.0955,0.244,0.657,0.057,0.135,0.4055,0.2785,0,4,0.0465,0.055,0.0655,-0.0015,0.041375
Mb1735_158,#43,0.1795,0.2785,0.161,0.086,0.212,0.0945,0.3665,2,5,0.1335,0.303,0.7735,-0.0055,0.301125
Mb1793c_161,#180,0.327,0.0545,0.054,0.077,0.657,0.4285,0.0695,4,4,0.7315,1.3355,1.2005,0.1335,0.85025
Mb1853_85,#278,0.363,0.068,0.228,0.093,0.725,0.2605,0.0825,4,4,0.8205,2.561,2.078,0.66,1.529875
Mb1858_7,#227,0.074,0.0605,0.211,0.059,0.114,0.1095,0.084,0,1,0.0465,0.058,0.0885,-0.003,0.0475
Mb1859_81,#264,0.18,0.2445,0.853,0.075,0.579,0.618,0.0785,4,6,0.497,1.1675,0.9595,0.1135,0.684375
Mb1864c_102,#270,0.0625,0.05,0.097,0.056,0.082,0.092,0.1125,2,1,0.0515,0.2135,0.158,0.005,0.107
Mb1864c_38,#238,0.0705,0.0525,0.308,0.055,0.102,0.1475,0.1165,1,3,0.0475,0.2175,0.11,-0.0015,0.093375
Mb1870c_188,#246,0.08,0.057,0.078,0.055,0.103,0.3625,0.068,0,1,0.0455,0.0605,0.059,-0.0055,0.039875
Mb1886c_101,#143,0.1,0.055,0.081,0.065,0.095,0.096,0.0735,0,0,0.0545,0.0485,0.0575,0.009,0.042375
Mb1902c_270,#271,0.105,0.055,0.133,0.075,0.132,0.1895,0.075,3,2,0.204,0.498,0.4615,0.0055,0.29225
Mb1906_238,#131,0.0965,0.059,0.168,0.07,0.091,0.1175,0.0715,0,1,0.0715,0.0515,0.07,0.005,0.0495
Mb1911_189,#124,0.1265,0.0545,0.137,0.056,0.084,0.0915,0.0705,0,0,0.061,0.0565,0.0565,-0.006,0.042
Mb1914c_77,#11,0.077,0.0535,0.076,0.067,0.091,0.094,0.069,2,0,0.0475,0.1645,0.2375,-0.0115,0.1095
Mb1918c_230,#179,0.408,0.0545,0.068,0.067,0.115,0.13,0.0705,2,1,0.2575,0.1055,0.289,0.039,0.17275
Mb2000_21,#258,0.072,0.053,0.05,0.06,0.217,0.0925,0.089,3,2,0.444,1.117,0.909,0.059,0.63225
Mb2000_28,#256,0.0955,0.0755,0.086,0.063,0.295,0.1065,0.0735,3,1,0.597,1.0985,1.361,0.0875,0.786
Mb2024_175,#103,0.127,0.0525,0.153,0.057,0.084,0.0865,0.0675,0,0,0.051,0.0515,0.0575,-0.003,0.03925
Mb2026c_86,#262,0.0725,0.0545,0.13,0.056,0.104,0.084,0.071,0,0,0.0455,0.0805,0.082,-0.004,0.051
Mb2080_44,#108,0.164,0.0535,0.336,0.058,0.097,0.141,0.0745,0,3,0.091,0.0515,0.055,0.0005,0.0495
Mb2087c_46,#234,0.078,0.0515,0.116,0.061,0.211,0.131,0.0715,2,1,0.052,0.21,0.165,0.0055,0.108125
Mb2153c_103,#85,0.101,0.2085,0.183,0.104,0.394,0.263,0.2485,2,5,0.1215,0.5765,0.7805,0.001,0.369875
Mb2164c_233,#184,0.323,0.4495,0.117,0.08,0.351,1.985,0.1365,4,6,1.07,2.9775,0.8845,0.3575,1.322375
Mb2174c_27,#120,0.116,0.052,0.091,0.059,0.09,0.1195,0.069,0,0,0.0935,0.0495,0.056,-0.001,0.0495
Mb2180c_155,#276,0.096,0.0585,0.168,0.062,0.196,0.344,0.074,2,2,0.1775,0.288,0.0625,0.0165,0.136125
Mb2180c_47,#254,0.0665,0.0745,0.33,0.056,0.124,0.175,0.0705,2,2,0.053,0.3695,0.19,0.0025,0.15375
Mb2189c_190,#145,0.0935,0.0525,0.103,0.061,0.076,0.081,0.069,0,0,0.0495,0.053,0.0575,-0.002,0.0395
Mb2194c_135,#45,0.175,0.1865,1.437,0.084,0.378,0.9005,0.179,0,7,0.069,0.1475,0.1375,-0.0105,0.085875
Mb2206c_93,#14,0.0735,0.066,0.107,0.06,0.088,0.1275,0.0725,0,0,0.0455,0.0505,0.062,-0.0125,0.036375
Mb2207c_100,#53,0.063,0.055,0.167,0.073,0.082,0.1055,0.0825,0,1,0.0535,0.0705,0.0825,-0.002,0.051125
Mb2213c_176,#35,0.065,0.066,0.155,0.06,0.109,0.104,0.09,0,1,0.0445,0.052,0.055,-0.016,0.033875
Mb2225c_3,#7,0.0715,0.1185,0.104,0.064,0.083,0.1235,0.0865,0,2,0.048,0.058,0.0625,-0.004,0.041125
Mb2233c_19,#222,0.081,0.071,0.205,0.061,0.107,0.319,0.07,0,1,0.0465,0.0525,0.059,0.0025,0.040125
Mb2235_162,#176,0.1585,0.0615,0.13,0.061,0.135,0.509,0.073,0,2,0.0785,0.1385,0.081,0.034,0.083
Mb2239_254,#95,0.1045,0.0545,0.129,0.057,0.097,0.1055,0.076,2,0,0.099,0.185,0.274,0.0045,0.140625
Mb2239_255,#167,0.093,0.0535,0.059,0.058,0.082,0.086,0.071,0,0,0.053,0.055,0.058,0.0035,0.042375
Mb2239_256,#107,0.127,0.053,0.14,0.059,0.073,0.1295,0.0675,0,0,0.0725,0.051,0.06,-0.0005,0.04575
Mb2241_177,#86,0.077,0.245,0.359,0.068,0.105,0.1895,0.1325,0,5,0.045,0.0685,0.0695,-0.006,0.04425
Mb2276_163,#170,0.0515,0.0515,0.05,0.056,0.074,0.0695,0.0695,2,0,0.221,0.0745,0.179,0.025,0.124875
Mb2307c_156,#207,0.047,0.049,0.051,0.055,0.07,0.077,0.0665,0,0,0.0615,0.123,0.118,0.01,0.078125
Mb2307c_178,#161,0.2875,0.0585,0.269,0.06,0.13,0.1295,0.0755,0,2,0.0625,0.0495,0.0695,0.0055,0.04675
Mb2311_49,#171,0.0835,0.053,0.053,0.057,0.078,0.106,0.067,1,0,0.137,0.103,0.537,0.0115,0.197125
Mb2318_2,#253,0.0725,0.05,0.075,0.056,0.093,0.088,0.07,0,0,0.045,0.051,0.0595,-0.006,0.037375
Mb2320_30,#42,0.0895,0.0555,0.277,0.064,0.112,0.1275,0.0855,0,2,0.0445,0.051,0.06,-0.011,0.036125
Mb2324_282,#17,0.083,0.0745,0.091,0.061,0.103,0.097,0.114,0,1,0.0455,0.05,0.0765,-0.014,0.0395
Mb2340c_159,#130,0.089,0.054,0.099,0.063,0.102,0.148,0.074,0,1,0.082,0.0805,0.116,0.011,0.072375
Mb2389c_164,#74,0.069,0.12,0.34,0.058,0.137,0.1685,0.085,1,4,0.1315,0.2115,0.061,0.003,0.10175
Mb2433c_56,#12,0.0845,0.0535,0.071,0.057,0.095,0.069,0.1105,0,1,0.0475,0.052,0.054,-0.0145,0.03475
Mb2435_73,#229,0.083,0.056,0.367,0.058,0.104,0.44,0.1065,0,3,0.048,0.0755,0.0595,0,0.04575
Mb2440c_66,#205,0.068,0.0585,0.215,0.067,0.11,0.135,0.0705,0,0,0.0455,0.0595,0.0585,-0.001,0.040625
Mb2450c_84,#19,0.065,0.079,0.128,0.059,0.15,0.207,0.099,2,3,0.048,0.189,0.1695,-0.015,0.097875
Mb2455_118,#215,0.139,0.1065,0.082,0.069,0.462,0.1025,0.0725,4,3,0.595,0.716,0.932,0.1015,0.586125
Mb2455_14,#160,0.089,0.0535,0.167,0.063,0.122,0.1085,0.0885,0,1,0.056,0.0485,0.056,0.0025,0.04075
Mb2480c_18,#272,0.07,0.056,0.284,0.067,0.285,0.595,0.0725,1,3,0.1215,0.316,0.0655,-0.015,0.122
Mb2481c_24,#165,0.0965,0.0695,0.358,0.059,0.095,0.1035,0.0665,0,1,0.0635,0.072,0.103,0.002,0.060125
Mb2481c_50,#123,0.2985,0.0525,0.237,0.058,0.075,0.1105,0.08,0,1,0.112,0.0505,0.0685,-0.0005,0.057625
Mb2497_121,#138,0.084,0.0525,0.079,0.062,0.078,0.0935,0.07,0,0,0.067,0.0515,0.057,0.0115,0.04675
Mb2528c_67,#133,0.233,0.062,0.257,0.06,0.074,0.136,0.0755,0,2,0.1105,0.06,0.0815,0.011,0.06575
Mb2539_134,#232,0.2135,0.055,0.327,0.058,0.482,0.385,0.0715,4,4,0.236,2.294,1.1365,0.232,0.974625
Mb2545c_157,#169,0.0995,0.053,0.052,0.059,0.076,0.0855,0.076,0,0,0.069,0.058,0.1135,0.0005,0.06025
Mb2556_165,#4,0.067,0.053,0.053,0.064,0.095,0.122,0.072,0,0,0.0465,0.11,0.0625,-0.011,0.052
Mb2557c_166,#97,0.142,0.0615,0.164,0.059,0.125,0.2495,0.075,1,1,0.154,0.137,0.131,0.0195,0.110375
Mb2561c_74,#181,0.2785,0.052,0.901,0.095,0.539,0.3795,0.0765,3,5,0.1585,0.3705,0.6355,0.0305,0.29875
Mb2567c_179,#18,0.203,0.3145,0.982,0.106,0.276,0.343,0.3195,2,7,0.1175,0.6785,0.9725,-0.002,0.441625
Mb2610_268,#144,0.115,0.0515,0.064,0.066,0.078,0.151,0.0675,0,1,0.1035,0.08,0.077,0.012,0.068125
Mb2610_269,#274,0.1055,0.063,0.099,0.07,0.277,0.1385,0.0695,3,2,0.201,0.616,0.464,0.018,0.32475
Mb2615c_172,#126,0.121,0.0555,0.088,0.057,0.086,0.0685,0.069,0,0,0.087,0.0795,0.1485,-0.0005,0.078625
Mb2637c_122,#235,0.2265,0.0585,0.15,0.107,0.718,0.1115,0.0775,4,3,0.5845,1.2925,1.0605,0.114,0.762875
Mb2645c_180,#72,0.0735,0.0505,0.366,0.058,0.083,0.155,0.0695,0,2,0.1035,0.055,0.0555,-0.011,0.05075
Mb2649_140,#155,0.1185,0.053,0.05,0.061,0.077,0.335,0.066,0,1,0.0475,0.05,0.0585,0.0005,0.039125
Mb2733_167,#236,0.082,0.107,0.142,0.064,0.411,0.084,0.0835,2,2,0.0935,0.584,0.441,0.031,0.287375
Mb2734_13,#3,0.075,0.0525,0.313,0.061,0.104,0.111,0.0745,2,1,0.088,0.4145,0.325,-0.007,0.205125
Mb2772_68,#140,0.175,0.0515,0.079,0.062,0.086,0.2795,0.0675,0,2,0.074,0.0615,0.0625,0.018,0.054
Mb2800c_119,#190,0.0785,0.0535,0.149,0.062,0.084,0.1325,0.068,1,0,0.0505,0.4145,0.0585,-0.0055,0.1295
Mb2809c_145,#132,0.147,0.054,0.063,0.06,0.084,0.0865,0.076,0,1,0.054,0.0515,0.0555,0.008,0.04225
Mb2826_194,#240,0.106,0.055,0.217,0.055,0.133,0.2435,0.072,1,1,0.0525,0.316,0.1295,-0.002,0.124
Mb2826_195,#148,0.1025,0.0565,0.149,0.06,0.08,0.0885,0.0665,0,0,0.057,0.0535,0.0575,0.003,0.04275
Mb2842c_94,#34,0.07,0.1415,0.133,0.064,0.153,0.1545,0.214,0,4,0.0495,0.095,0.134,-0.0135,0.06625
Mb2898_151,#27,0.054,0.0695,0.051,0.062,0.102,0.0745,0.122,1,1,0.052,0.1485,0.1635,-0.0145,0.087375
Mb2903c_124,#189,0.1245,0.052,0.113,0.065,0.095,0.139,0.069,1,0,0.052,0.517,0.108,-0.003,0.1685
Mb2939c_95,#231,0.098,0.055,0.162,0.058,0.102,0.124,0.0785,0,0,0.0455,0.114,0.083,0.0015,0.061
Mb2962_148,#39,0.071,0.078,0.253,0.059,0.086,0.17,0.073,0,2,0.0435,0.049,0.056,-0.0105,0.0345
Mb2962_69,#46,0.0695,0.05,0.058,0.059,0.07,0.0915,0.072,0,0,0.058,0.0495,0.0515,-0.0115,0.036875
Mb2963_70,#142,0.1165,0.055,0.161,0.061,0.135,0.1545,0.0735,0,1,0.0775,0.0715,0.066,0.015,0.0575
Mb2973c_9,#266,0.0585,0.05,0.14,0.061,0.115,0.1035,0.075,2,0,0.0805,0.407,0.2185,0.0025,0.177125
Mb2976_114,#37,0.071,0.0705,0.21,0.062,0.088,0.1805,0.0755,0,1,0.0455,0.0505,0.0575,-0.0145,0.03475
Mb2978c_34,#38,0.1425,0.092,0.454,0.07,0.161,0.2745,0.0885,2,5,0.134,0.3705,0.9845,-0.002,0.37175
Mb2978c_60,#159,0.1835,0.0825,0.548,0.068,0.179,0.2725,0.11,0,6,0.062,0.055,0.1125,0.005,0.058625
Mb2979c_108,#275,0.0755,0.054,0.112,0.058,0.143,0.114,0.07,1,0,0.104,0.337,0.141,-0.0205,0.140375
Mb2983c_131,#49,0.0965,0.5815,1.223,0.058,0.753,0.3305,0.7365,1,5,0.063,0.104,0.1875,-0.011,0.085875
Mb2994c_109,#13,0.085,0.0535,0.124,0.069,0.096,0.145,0.077,0,1,0.049,0.0495,0.0545,-0.014,0.03475
Mb3011c_152,#209,0.073,0.148,0.083,0.056,0.086,0.093,0.0705,1,1,0.0455,0.307,0.056,-0.002,0.101625
Mb3011c_153,#9,0.08,0.0535,0.105,0.064,0.072,0.1325,0.0715,0,0,0.0465,0.062,0.058,-0.0145,0.038
Mb3019c_1,#88,0.086,0.0675,0.271,0.068,0.113,0.1475,0.087,2,4,0.0865,0.3995,0.7535,-0.001,0.309625
Mb3025_271,#223,0.093,0.0935,1.881,0.06,0.118,0.741,0.263,0,3,0.0495,0.062,0.067,-0.0015,0.04425
Mb3025_272,#141,0.169,0.0585,0.166,0.061,0.1,0.507,0.072,0,2,0.066,0.06,0.076,0.0075,0.052375
